,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,treatment_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,description.1,data_processing,data_processing.1,platform_id,contact_name,contact_email,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,supplementary_file.1,data_row_count,relation,material:ch1,methylation class:ch1,tissue:ch1,gender,sex
GSM2940938,"GBM, RTK I, sample 214 [validation set]",GSM2940938,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 214,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940938/suppl/GSM2940938_3998523018_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940938/suppl/GSM2940938_3998523018_R04C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,F,2
GSM2940941,"GBM, RTK I, sample 217 [validation set]",GSM2940941,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 217,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940941/suppl/GSM2940941_3998523019_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940941/suppl/GSM2940941_3998523019_R03C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,M,1
GSM2940949,"GBM, RTK I, sample 225 [validation set]",GSM2940949,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 225,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940949/suppl/GSM2940949_3998523030_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940949/suppl/GSM2940949_3998523030_R02C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,F,2
GSM2940967,"GBM, RTK I, sample 243 [validation set]",GSM2940967,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 243,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940967/suppl/GSM2940967_3998523056_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940967/suppl/GSM2940967_3998523056_R02C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,M,1
GSM2940968,"GBM, RTK I, sample 244 [validation set]",GSM2940968,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 244,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940968/suppl/GSM2940968_3998523056_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940968/suppl/GSM2940968_3998523056_R02C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,M,1
GSM2940971,"GBM, MES, sample 247 [validation set]",GSM2940971,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 247,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940971/suppl/GSM2940971_3998523056_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940971/suppl/GSM2940971_3998523056_R05C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2940972,"GBM, RTK I, sample 248 [validation set]",GSM2940972,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 248,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940972/suppl/GSM2940972_3998523056_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940972/suppl/GSM2940972_3998523056_R06C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,F,2
GSM2940974,"GBM, RTK I, sample 250 [validation set]",GSM2940974,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 250,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940974/suppl/GSM2940974_3998523057_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940974/suppl/GSM2940974_3998523057_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,M,1
GSM2940979,"GBM, MES, sample 255 [validation set]",GSM2940979,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 255,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940979/suppl/GSM2940979_3998523057_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940979/suppl/GSM2940979_3998523057_R05C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2940983,"GBM, RTK II, sample 259 [validation set]",GSM2940983,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 259,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940983/suppl/GSM2940983_3998523058_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940983/suppl/GSM2940983_3998523058_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2940985,"GBM, RTK II, sample 261 [validation set]",GSM2940985,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 261,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940985/suppl/GSM2940985_3998523058_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940985/suppl/GSM2940985_3998523058_R03C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2940986,"GBM, MYCN, sample 262 [validation set]",GSM2940986,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MYCN",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 262,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940986/suppl/GSM2940986_3998546128_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940986/suppl/GSM2940986_3998546128_R01C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MYCN",brain tumor,F,2
GSM2940988,"GBM, MID, sample 264 [validation set]",GSM2940988,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MID",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 264,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940988/suppl/GSM2940988_3998546128_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940988/suppl/GSM2940988_3998546128_R02C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MID",brain tumor,M,1
GSM2940990,"GBM, RTK II, sample 266 [validation set]",GSM2940990,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 266,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940990/suppl/GSM2940990_3998546128_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940990/suppl/GSM2940990_3998546128_R03C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2940991,"GBM, MES, sample 267 [validation set]",GSM2940991,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 267,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940991/suppl/GSM2940991_3998546128_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940991/suppl/GSM2940991_3998546128_R04C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2940994,"GBM, RTK II, sample 270 [validation set]",GSM2940994,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 270,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940994/suppl/GSM2940994_3998546128_R06C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940994/suppl/GSM2940994_3998546128_R06C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2940995,"GBM, MES, sample 271 [validation set]",GSM2940995,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 271,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940995/suppl/GSM2940995_3998546129_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940995/suppl/GSM2940995_3998546129_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2940997,"GBM, RTK II, sample 273 [validation set]",GSM2940997,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 273,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940997/suppl/GSM2940997_3998546129_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940997/suppl/GSM2940997_3998546129_R02C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2941001,"GBM, MES, sample 277 [validation set]",GSM2941001,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 277,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941001/suppl/GSM2941001_3998546129_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941001/suppl/GSM2941001_3998546129_R04C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
